DSO,Rank,Month
100063686170002400,17000,202510
100063707170001618,12,
100064230170001508,5,
100006525170000592,17,202512
100006120170000786,6,202605
100006317170000861,19,202609
100068018170000496,5,
100006480170001574,5000,202602
100060512170002427,74,
100064106170001564,18,
100063748170000961,1000,202509
100006760170000711,26,202603
100006205170000596,8000,202509
100061819170000402,6000,202509
100006810170000411,1000,202602
100006860170001078,19,202603
100067997170000324,12,202606
100006135170002537,13,
100063686170002384,56,
100006997170000388,8000,202509
100060512170002418,78,
100068001170000177,2000,202510
100059896170000763,25,
100006055170000705,4000,
100064209170000291,3000,202510
100006280170001290,6000,202510
100069960170000544,14,
100063976170003292,20000,202509
100063976170003300,6000,202510
100061115170001595,46,202601
100063793170000647,3000,202509
100069960170000484,27,202604
100064125170000921,4000,202509
100067962170000540,3,202601
100063715170000776,2000,202509
100069960170000528,7,202602
100067962170000748,5000,202511
100006470170001087,3000,202508
100006870170000503,24,
100111868170000040,23,202601
100063686170001657,93,202602
100069969170000475,7000,202508
100061961170000762,15,
100063707170001140,14000,202601
100006385170002649,5,
100006385170002657,13,
100006385170002632,4,
100006385170002640,10,
100061489170003822,19,
100060632170000568,6000,202509
100064127170001488,31,202607
100060610170001137,6,
100059895170000816,36,202604
100006997170000232,6000,202602
100006740170000942,19,202609
100063748170001020,5000,202509
100069964170000653,10000,202510
100060697170000694,1,
100059889170000051,4,
100006480170001172,3000,202604
100063982170001417,3000,202510
100059896170000720,6,
100059897170000820,28,
100006740170000926,22,202607
100069964170000694,2000,202511
100006880170000628,9000,202508
100006280170001809,1000,202601
100006385170002576,10000,202510
100006810170000291,12000,202509
100006120170000813,6000,202510
100006870170000536,11000,202509
100060579170000607,10000,202601
100006740170000518,16000,202509
100064209170000409,7,
100060512170002451,59,
100006493170000508,4000,202510
100006125170002538,3000,202602
100061220170001510,3,
100006317170001155,1,
100063663170000770,1000,
100060512170002410,82,
100006485170000891,6000,202512
100061819170000428,2,202603
100067969170000416,10000,202510
100061949170000846,2,
100063653170000844,60,
100067997170000298,6000,202510
100006485170001011,14,
100006485170000995,30,202603
100059897170000503,15000,202511
100059896170000771,21,
100061115170001519,4000,202511
100064208170000796,9000,202509
100006810170000455,11,202607
100064127170001440,2000,202511
100063748170001084,32,202609
100006135170001854,6000,202510
100063843170000591,24,
100064230170001040,22,202601
100006480170001035,12000,202509
100063972170000455,4,202601
100065284170000660,3000,202509
100007001170000565,20,202605
100006260170001511,4000,202510
100063734170001417,7,
100064106170001762,77,
100063685170001226,15000,202510
100059895170000465,3000,202603
100063685170001162,52,202601
100068005170000952,25,202606
100063733170000798,3000,202512
100063733170000790,4000,202509
100061220170001046,36,202603
100063972170000398,14,202609
100060512170001514,116,202605
100059896170000391,14000,202510
100006317170000836,24,202609
100059896170000399,10000,202512
100006810170000387,3000,202510
100006265170000046,3,202609
100064127170000968,4000,202509
100060934170000576,8,202512
100064212170000670,11,
100061489170002665,37000,202602
100060049170001226,17,
100064245170000320,2000,202510
100063976170004458,77,
100063976170004450,28000,202508
100064111170000245,1,202605
100006135170001808,22000,202509
100064117170001261,36,202607
100061115170001603,11000,202510
100064217170000812,1000,202604
100064125170001077,3,
100064241170000565,7000,202509
100060934170000601,7,
100063734170001465,20,
100052806170000504,4,
100063707170001248,8000,202511
100063653170000836,65,
100060632170000701,4,
100061972170001151,34,
100063663170000631,15,
100063748170001140,6,
100063733170000896,4000,202511
100064230170001032,53,202604
100067997170000358,12,
100063715170000684,23,202602
100060579170000591,10000,202510
100059279170000150,4000,202511
100068018170000480,2000,202512
100059897170000495,27000,202509
100006125170001841,17000,202510
100006035170000712,2000,202604
100061972170001093,12000,202509
100064230170000975,65,202601
100060610170001097,1000,202601
100063663170000607,30,
100068003170000052,8,202511
100064219170000921,11,202510
100063686170001640,99,202602
100067996170000397,3000,202604
100006155170001041,11,202607
100061489170002690,26000,
100061115170001643,18,
100069957170000343,3,
100063795170000757,5000,202510
100006335170000716,1,
100061115170001397,10000,202511
100067986170000135,5,
100006385170001913,28,202607
100059279170000167,10,
100063707170001158,6000,
100006730170000659,19000,202509
100069957170000152,1000,202510
100006120170000778,7,202605
100006280170001257,3000,202510
100006280170001282,18000,202508
100067985170000195,1,202601
100064206170000669,3000,202509
100006155170000981,3000,202508
100007002170000158,1000,
100006999170000279,12,
100064011170000659,1,
100006125170001865,27000,202509
100006125170001873,22000,202509
100061115170001545,11000,202510
100063755170000608,1,202607
100063715170000809,3,
100057796170001293,1000,
100064127170001424,24,
100061489170002207,89000,202508
100063843170000793,8,
100069967170001311,6,
100068001170000787,20,
100006215170000208,1,202609
100059895170001367,26,
100006525170000834,7,
100068001170000804,15,
100060512170002443,29,
100068003170000140,1000,202510
100064100170000601,3000,202512
100068001170000039,14000,202508
100064114170000582,10000,202511
100063982170001401,26,202601
100064012170001023,4000,202509
100059279170000191,3,
100006760170000877,16,202603
100006760170000885,11,
100006960170000152,2,202607
100059897170000788,26,
100059897170000796,27,
100065284170000704,7,202603
100068011170000246,8,
100006999170000160,1000,202607
100064203170000258,3,202606
100006125170001857,51,202512
100059897170000471,23000,202510
100069967170001022,1000,
100064211170000138,3000,202509
100059279170000175,20,202602
100060934170000560,28,202604
100060934170000568,22,
100059898170000217,3,202606
100059897170000707,42,202604
100059897170000715,38,202606
100052806170000479,1000,202604
100064111170000142,1000,
100006740170000918,4000,202509
100063972170000680,11,
100006335170001371,12,202607
100064127170001896,27,202604
100064127170001904,38,202604
100068125170000082,16,202602
100063734170001289,31,202604
100063707170001587,3000,
100064114170000976,3,
100060610170001411,31,202603
100064100170000678,1000,
100006995170000439,14000,202509
100006260170001503,1000,202511
100006435170000679,2000,202509
100006120170000681,10000,202509
100006385170001857,38,202605
100068018170000488,6,202512
100006120170000829,7,
100063976170003672,90,202606
100063976170003680,95,202606
100063686170001725,11000,202601
100063742170000415,1000,202508
100006470170001095,17,202604
100059895170000832,23,
100059895170000841,17,
100060512170001876,41,
100006120170000725,3000,202510
100006385170001669,24000,202509
100061961170000666,14000,202510
100067996170000239,3000,202509
100006493170000560,16,202603
100006740170000759,3000,202510
100061819170000360,11,
100068001170000442,8000,202508
100064114170000737,15,
100064160170001111,3000,202509
100069967170001046,1,202606
100063733170000864,7000,202509
100007004170000038,6,
100061489170002730,36000,202601
100063793170000688,39,202603
100060697170000734,2000,202511
100064208170000876,7,202607
100063707170001265,18,
100063663170000761,21,
100006999170000484,7,202609
100068001170000795,5,
100069969170000658,6,
100060512170001688,104,
100006335170001005,4000,202508
100068005170001146,5,202511
100063755170000506,2000,202601
100063733170000888,12,202601
100006155170001025,17,202605
100069978170000203,15,
100069960170000606,14,
100064152170000518,8,
100068005170001227,11,
100059896170000737,2,
100064100170000702,3000,202508
100063734170001441,1000,202601
100069957170000318,7,
100006493170000600,9,202605
100064200170000697,18,202602
100061115170001569,2,202601
100006790170000265,3000,202512
100064100170000694,5,
100064164170000382,3000,202509
100064219170001302,17,202604
100068016170000087,6000,202603
100064106170002401,15,202606
100064207170000866,1000,202509
100061972170001562,1000,202601
100061220170001494,8,
100060579170000518,16000,202509
100006335170000899,40,202601
100063976170002814,153,202510
100006185170000614,11,202606
100061115170001561,38,202604
100070657170000519,1000,202510
100061949170000780,4,
100067962170000780,20,202606
100063972170000439,1,
100069957170000261,1000,202510
100007002170000199,11,202605
100070657170000543,7,
100070657170000551,4000,202509
100059887170000030,1,
100063742170000398,10,
100064241170000556,8,202603
100059896170000704,6000,202509
100067962170000788,21,202512
100063715170000850,1000,202602
100059897170000764,35,
100069957170000277,16,202601
100068005170001171,4000,202510
100006301170000669,7,
100064230170000860,10,202510
100064106170001657,23000,202512
100061489170002591,30000,202510
100064108170000696,6000,202510
100068001170000466,4000,202511
100060643170000988,8,
100064207170000721,20,202601
100084086170000779,20,
100006993170000151,3,202609
100060739170000929,2000,202601
100068000170000110,1000,202604
100063707170001224,38,202609
100006760170000930,8,
100064117170001229,3000,202510
100064204170000407,2,
100063733170000880,14,202602
100064217170000796,7,202607
100063686170001701,14000,202509
100006999170000303,2,202604
100064106170001814,17000,202601
100059898170000241,2,
100061115170001635,25,
100064208170000868,9,
100069977170001196,8,202512
100063686170001709,20000,202510
100068018170000512,2000,202509
100067970170000138,2,
100059897170000699,53,202602
100059887170000013,3,
100059887170000021,2000,202512
100006301170000661,2000,202601
100063750170000500,21,202512
100063750170000508,19,202606
100060579170000446,17000,202508
100064208170000820,16,202609
100006125170001930,30,202606
100006391170000284,1000,
100006345170000413,12,202601
100006730170000602,1000,202510
100006260170001442,18,202511
100006159170000856,9,
100006260170001941,28,202604
100006962170000131,6,
100006790170000192,21,202607
100007001170000549,29,202603
100006185170000521,8000,202509
100006301170000546,6000,202601
100006493170000489,3,202511
100006185170000486,7000,202509
100007003170000030,4,202604
100006525170000601,9,202604
100006960170000135,5,
100006740170000698,12000,202510
100006185170000632,7,202609
100063715170000817,3000,202510
100060610170001080,33,202602
100006740170000814,13000,202510
100059898170000094,1000,202511
100006260170001374,7000,202510
100006435170000707,6000,202511
100006480170001006,12000,202510
100006880170000526,26,202601
100006860170001002,16000,202509
100061115170001478,6000,202511
100061115170001577,2000,202512
100084086170000752,27,202603
100007001170000597,10000,202510
100061949170000764,6,
100061489170002550,36,
100006301170000620,17000,202509
100064230170000819,4000,
100052806170000403,13,202606
100006860170001027,15000,202510
100006095170000887,6000,202512
100063653170000860,29,202604
100006810170000496,10,
100061961170000818,9,
100007001170000472,9000,202510
100006345170000385,3000,202509
100006525170000560,12,202602
100006125170001673,15000,202510
100059895170000513,11000,202510
100006385170001801,45,202603
100059279170000133,16,202609
100059896170000423,1000,202603
100063653170000704,12000,202510
100059895170000457,20000,202510
100007001170001100,8,
100068005170001155,3,202512
100063733170000848,26,202605
100007001170001049,6000,202601
100006860170001417,7,202605
100064208170001091,3000,202511
100063748170001385,2,
100060512170002386,39,
100068016170000106,2000,
100006493170000576,11,202607
100063755170000584,1000,
100068005170001114,2000,202601
100064106170001624,85,202601
100006385170001768,57,202512
100060512170001578,31000,202509
100007001170000573,19,202605
100063884170001329,7000,202511
100063884170001345,2000,
100060512170002435,68,
100006280170001826,8000,202509
100063903170000393,2000,202509
100006870170000570,2000,
100006385170001970,24,202607
100063653170000746,15000,202511
100006317170000877,1000,202606
100059895170000593,34,
100006335170001022,9,
100061220170001143,21,
100007001170000614,9,
100006740170000900,22,202608
100064106170001744,26,202511
100063653170000852,4000,202511
100006525170000633,1000,202603
100061115170001667,2,
100061115170001675,32,202605
100061115170001683,1000,202511
100069967170001090,9,
100006135170002520,7,202607
100060049170001218,9,
100063685170001628,12000,202601
100006740170001362,18000,202509
100060049170000874,2000,202510
100061115170001553,43,202602
100059896170000495,10000,202511
100059897170000343,10000,202512
100006480170001189,9,202605
100063734170001489,4000,202601
100063734170001513,18,
100063734170001521,15,
100006120170000837,10,202607
